Location,Study Name,Nodes,Before deformation global X[mm],Before deformation global Y[mm],Before deformation global Z[mm],After deformation global X[mm],After deformation global Y[mm],After deformation global Z[mm],Deflection mm,Deflection components global X[mm],Deflection components global Y[mm],Deflection components global Z[mm],Distance before deformation mm,Distance before deformation global X[mm],Distance before deformation global Y[mm],Distance before deformation global Z[mm],Distance after deformation mm,Distance after deformation global X[mm],Distance after deformation global Y[mm],Distance after deformation global Z[mm],Shrinkage mm,Shrinkage percent
1,Microfluidic_Split_FourYdirection_study (Run_4) ,21,-15.5550,40.0500,3.0500,-15.5769,39.9377,3.0458,0.1145,-0.0219,-0.1123,-0.0042,,,,,,,,,,,
2,Microfluidic_Split_FourYdirection_study (Run_4) ,1601,-15.5550,39.8296,3.0500,-15.5771,39.7179,3.0456,0.1139,-0.0221,-0.1117,-0.0044,0.2204,0.0000,-0.2204,0.0000,0.2197,-0.0002,-0.2197,-0.0003,0.0007,0.3023,
3,Microfluidic_Split_FourYdirection_study (Run_4) ,1598,-15.5550,39.6093,3.0500,-15.5775,39.4977,3.0456,0.1139,-0.0225,-0.1116,-0.0044,,,,,,,,,,,
4,Microfluidic_Split_FourYdirection_study (Run_4) ,1604,-15.5550,39.3889,3.0500,-15.5778,39.2778,3.0455,0.1136,-0.0228,-0.1111,-0.0045,0.2203,0.0000,-0.2203,0.0000,0.2199,-0.0002,-0.2199,-0.0001,0.0004,0.1868,
5,Microfluidic_Split_FourYdirection_study (Run_4) ,1595,-15.5550,39.1686,3.0500,-15.5786,39.0582,3.0448,0.1130,-0.0236,-0.1104,-0.0052,,,,,,,,,,,
6,Microfluidic_Split_FourYdirection_study (Run_4) ,1610,-15.5550,38.9482,3.0500,-15.5789,38.8391,3.0449,0.1119,-0.0239,-0.1092,-0.0051,0.2204,0.0000,-0.2204,0.0000,0.2191,-0.0003,-0.2191,0.0001,0.0012,0.5644,
7,Microfluidic_Split_FourYdirection_study (Run_4) ,1607,-15.5550,38.7279,3.0500,-15.5796,38.6199,3.0444,0.1109,-0.0246,-0.1080,-0.0056,,,,,,,,,,,
8,Microfluidic_Split_FourYdirection_study (Run_4) ,1613,-15.5550,38.5075,3.0500,-15.5799,38.4010,3.0444,0.1096,-0.0249,-0.1066,-0.0056,0.2204,0.0000,-0.2204,0.0000,0.2189,-0.0004,-0.2189,0.0001,0.0014,0.6573,
9,Microfluidic_Split_FourYdirection_study (Run_4) ,1616,-15.5550,38.2870,3.0500,-15.5803,38.1821,3.0444,0.1080,-0.0253,-0.1049,-0.0056,,,,,,,,,,,
10,Microfluidic_Split_FourYdirection_study (Run_4) ,1592,-15.5550,38.0664,3.0500,-15.5814,37.9632,3.0444,0.1067,-0.0264,-0.1032,-0.0056,0.2206,0.0000,-0.2206,0.0000,0.2189,-0.0011,-0.2189,-0.0001,0.0017,0.7488,
11,Microfluidic_Split_FourYdirection_study (Run_4) ,1625,-15.5550,37.8459,3.0500,-15.5812,37.7444,3.0446,0.1049,-0.0262,-0.1015,-0.0054,,,,,,,,,,,
12,Microfluidic_Split_FourYdirection_study (Run_4) ,1622,-15.5550,37.6253,3.0500,-15.5816,37.5255,3.0449,0.1034,-0.0266,-0.0998,-0.0051,0.2205,0.0000,-0.2205,0.0000,0.2189,-0.0004,-0.2189,0.0004,0.0017,0.7498,
13,Microfluidic_Split_FourYdirection_study (Run_4) ,1628,-15.5550,37.4048,3.0500,-15.5819,37.3066,3.0448,0.1019,-0.0269,-0.0982,-0.0052,,,,,,,,,,,
14,Microfluidic_Split_FourYdirection_study (Run_4) ,1619,-15.5550,37.1842,3.0500,-15.5822,37.0878,3.0445,0.1003,-0.0272,-0.0964,-0.0055,0.2206,0.0000,-0.2206,0.0000,0.2188,-0.0003,-0.2188,-0.0002,0.0018,0.8040,
15,Microfluidic_Split_FourYdirection_study (Run_4) ,1634,-15.5550,36.9636,3.0500,-15.5824,36.8689,3.0449,0.0987,-0.0274,-0.0947,-0.0051,,,,,,,,,,,
16,Microfluidic_Split_FourYdirection_study (Run_4) ,1631,-15.5550,36.7431,3.0500,-15.5826,36.6500,3.0448,0.0972,-0.0276,-0.0931,-0.0052,0.2206,0.0000,-0.2206,0.0000,0.2190,-0.0002,-0.2190,-0.0001,0.0016,0.7234,
17,Microfluidic_Split_FourYdirection_study (Run_4) ,1637,-15.5550,36.5225,3.0500,-15.5830,36.4311,3.0448,0.0957,-0.0280,-0.0914,-0.0052,,,,,,,,,,,
18,Microfluidic_Split_FourYdirection_study (Run_4) ,1640,-15.5550,36.3020,3.0500,-15.5827,36.2125,3.0450,0.0938,-0.0277,-0.0895,-0.0050,0.2205,0.0000,-0.2205,0.0000,0.2186,0.0003,-0.2186,0.0002,0.0019,0.8635,
19,Microfluidic_Split_FourYdirection_study (Run_4) ,1589,-15.5550,36.0814,3.0500,-15.5832,35.9936,3.0448,0.0924,-0.0282,-0.0878,-0.0052,,,,,,,,,,,
20,Microfluidic_Split_FourYdirection_study (Run_4) ,1652,-15.5550,35.8609,3.0500,-15.5832,35.7747,3.0447,0.0909,-0.0282,-0.0862,-0.0053,0.2206,0.0000,-0.2206,0.0000,0.2190,0.0000,-0.2190,-0.0001,0.0016,0.7177,
21,Microfluidic_Split_FourYdirection_study (Run_4) ,1649,-15.5550,35.6405,3.0500,-15.5834,35.5564,3.0446,0.0889,-0.0284,-0.0841,-0.0054,,,,,,,,,,,
22,Microfluidic_Split_FourYdirection_study (Run_4) ,1655,-15.5550,35.4200,3.0500,-15.5830,35.3375,3.0447,0.0873,-0.0280,-0.0825,-0.0053,0.2205,0.0000,-0.2205,0.0000,0.2189,0.0003,-0.2189,0.0002,0.0016,0.7340,
23,Microfluidic_Split_FourYdirection_study (Run_4) ,1646,-15.5550,35.1995,3.0500,-15.5832,35.1186,3.0450,0.0858,-0.0282,-0.0809,-0.0050,,,,,,,,,,,
24,Microfluidic_Split_FourYdirection_study (Run_4) ,1661,-15.5550,34.9790,3.0500,-15.5833,34.9002,3.0448,0.0839,-0.0283,-0.0788,-0.0052,0.2205,0.0000,-0.2205,0.0000,0.2184,-0.0001,-0.2184,-0.0002,0.0021,0.9410,
25,Microfluidic_Split_FourYdirection_study (Run_4) ,1658,-15.5550,34.7585,3.0500,-15.5837,34.6812,3.0440,0.0827,-0.0287,-0.0773,-0.0060,,,,,,,,,,,
26,Microfluidic_Split_FourYdirection_study (Run_4) ,1664,-15.5550,34.5381,3.0500,-15.5833,34.4625,3.0444,0.0809,-0.0283,-0.0756,-0.0056,0.2205,0.0000,-0.2205,0.0000,0.2187,0.0004,-0.2187,0.0004,0.0018,0.7944,
27,Microfluidic_Split_FourYdirection_study (Run_4) ,1667,-15.5550,34.3177,3.0500,-15.5837,34.2439,3.0446,0.0794,-0.0287,-0.0738,-0.0054,,,,,,,,,,,
28,Microfluidic_Split_FourYdirection_study (Run_4) ,1643,-15.5550,34.0973,3.0500,-15.5837,34.0253,3.0446,0.0776,-0.0287,-0.0719,-0.0054,0.2204,0.0000,-0.2204,0.0000,0.2185,-0.0001,-0.2185,0.0000,0.0019,0.8499,
29,Microfluidic_Split_FourYdirection_study (Run_4) ,1676,-15.5550,33.8768,3.0500,-15.5838,33.8067,3.0444,0.0760,-0.0288,-0.0701,-0.0056,,,,,,,,,,,
30,Microfluidic_Split_FourYdirection_study (Run_4) ,1673,-15.5550,33.6564,3.0500,-15.5837,33.5883,3.0448,0.0741,-0.0287,-0.0681,-0.0052,0.2203,0.0000,-0.2203,0.0000,0.2183,0.0001,-0.2183,0.0004,0.0020,0.9141,
31,Microfluidic_Split_FourYdirection_study (Run_4) ,1679,-15.5550,33.4361,3.0500,-15.5840,33.3696,3.0450,0.0728,-0.0290,-0.0666,-0.0050,,,,,,,,,,,
32,Microfluidic_Split_FourYdirection_study (Run_4) ,1682,-15.5550,33.2158,3.0500,-15.5839,33.1507,3.0452,0.0713,-0.0289,-0.0650,-0.0048,0.2203,0.0000,-0.2203,0.0000,0.2188,0.0001,-0.2188,0.0002,0.0015,0.6866,
33,Microfluidic_Split_FourYdirection_study (Run_4) ,1670,-15.5550,32.9952,3.0500,-15.5841,32.9320,3.0446,0.0698,-0.0291,-0.0632,-0.0054,,,,,,,,,,,
34,Microfluidic_Split_FourYdirection_study (Run_4) ,1688,-15.5550,32.7747,3.0500,-15.5838,32.7132,3.0448,0.0682,-0.0288,-0.0615,-0.0052,0.2205,0.0000,-0.2205,0.0000,0.2189,0.0003,-0.2189,0.0001,0.0017,0.7516,
35,Microfluidic_Split_FourYdirection_study (Run_4) ,1685,-15.5550,32.5542,3.0500,-15.5839,32.4945,3.0444,0.0666,-0.0289,-0.0597,-0.0056,,,,,,,,,,,
36,Microfluidic_Split_FourYdirection_study (Run_4) ,1691,-15.5550,32.3337,3.0500,-15.5839,32.2756,3.0446,0.0651,-0.0289,-0.0581,-0.0054,0.2205,0.0000,-0.2205,0.0000,0.2189,0.0000,-0.2189,0.0001,0.0016,0.7127,
37,Microfluidic_Split_FourYdirection_study (Run_4) ,1694,-15.5550,32.1132,3.0500,-15.5840,32.0568,3.0444,0.0636,-0.0290,-0.0564,-0.0056,,,,,,,,,,,
