Location,Study Name,Nodes,Before deformation global X[mm],Before deformation global Y[mm],Before deformation global Z[mm],After deformation global X[mm],After deformation global Y[mm],After deformation global Z[mm],Deflection mm,Deflection components global X[mm],Deflection components global Y[mm],Deflection components global Z[mm],Distance before deformation mm,Distance before deformation global X[mm],Distance before deformation global Y[mm],Distance before deformation global Z[mm],Distance after deformation mm,Distance after deformation global X[mm],Distance after deformation global Y[mm],Distance after deformation global Z[mm],Shrinkage mm,Shrinkage percent
1,Microfluidic_Split_FourYdirection_study (Run_7) ,20,-15.5550,10.1000,0.0000,-15.5807,10.2199,0.0089,0.1229,-0.0257,0.1199,0.0089,,,,,,,,,,,
2,Microfluidic_Split_FourYdirection_study (Run_7) ,2433,-15.5550,10.3195,0.0000,-15.5807,10.4378,0.0089,0.1214,-0.0257,0.1183,0.0089,0.2195,0.0000,0.2195,0.0000,0.2179,-0.0001,0.2179,0.0000,0.0016,0.7119,
3,Microfluidic_Split_FourYdirection_study (Run_7) ,2430,-15.5550,10.5390,0.0000,-15.5806,10.6560,0.0088,0.1201,-0.0256,0.1170,0.0088,,,,,,,,,,,
4,Microfluidic_Split_FourYdirection_study (Run_7) ,2424,-15.5550,10.7589,0.0000,-15.5808,10.8750,0.0088,0.1192,-0.0258,0.1161,0.0088,0.2199,0.0000,0.2199,0.0000,0.2190,-0.0002,0.2190,0.0000,0.0010,0.4383,
5,Microfluidic_Split_FourYdirection_study (Run_7) ,2427,-15.5550,10.9789,0.0000,-15.5809,11.0939,0.0085,0.1183,-0.0259,0.1151,0.0085,,,,,,,,,,,
6,Microfluidic_Split_FourYdirection_study (Run_7) ,2412,-15.5550,11.1988,0.0000,-15.5813,11.3129,0.0087,0.1174,-0.0263,0.1141,0.0087,0.2199,0.0000,0.2199,0.0000,0.2190,-0.0003,0.2190,0.0002,0.0010,0.4388,
7,Microfluidic_Split_FourYdirection_study (Run_7) ,2421,-15.5550,11.4188,0.0000,-15.5815,11.5319,0.0090,0.1165,-0.0265,0.1131,0.0090,,,,,,,,,,,
8,Microfluidic_Split_FourYdirection_study (Run_7) ,2415,-15.5550,11.6392,0.0000,-15.5821,11.7509,0.0093,0.1153,-0.0271,0.1117,0.0093,0.2204,0.0000,0.2204,0.0000,0.2190,-0.0006,0.2190,0.0003,0.0014,0.6381,
9,Microfluidic_Split_FourYdirection_study (Run_7) ,2418,-15.5550,11.8597,0.0000,-15.5827,11.9695,0.0094,0.1137,-0.0277,0.1098,0.0094,,,,,,,,,,,
10,Microfluidic_Split_FourYdirection_study (Run_7) ,2388,-15.5550,12.0802,0.0000,-15.5829,12.1882,0.0095,0.1119,-0.0279,0.1080,0.0095,0.2205,0.0000,0.2205,0.0000,0.2186,-0.0002,0.2186,0.0001,0.0019,0.8410,
11,Microfluidic_Split_FourYdirection_study (Run_7) ,2409,-15.5550,12.3007,0.0000,-15.5834,12.4069,0.0096,0.1104,-0.0284,0.1062,0.0096,,,,,,,,,,,
