Location,Study Name,Nodes,Before deformation global X[mm],Before deformation global Y[mm],Before deformation global Z[mm],After deformation global X[mm],After deformation global Y[mm],After deformation global Z[mm],Deflection mm,Deflection components global X[mm],Deflection components global Y[mm],Deflection components global Z[mm],Distance before deformation mm,Distance before deformation global X[mm],Distance before deformation global Y[mm],Distance before deformation global Z[mm],Distance after deformation mm,Distance after deformation global X[mm],Distance after deformation global Y[mm],Distance after deformation global Z[mm],Shrinkage mm,Shrinkage percent
1,Microfluidic_Split_ThreeXdirection_study (Run_2),14,-23.0500,25.0750,3.0500,-22.9922,25.0188,3.0442,0.0809,0.0578,-0.0562,-0.0058,,,,,,,,,,,
2,Microfluidic_Split_ThreeXdirection_study (Run_2),2046,-22.8296,25.0750,3.0500,-22.7725,25.0187,3.0439,0.0804,0.0570,-0.0563,-0.0061,0.2204,0.2204,0.0000,0.0000,0.2196,0.2196,-0.0001,-0.0004,0.0008,0.3612,
3,Microfluidic_Split_ThreeXdirection_study (Run_2),2043,-22.6093,25.0750,3.0500,-22.5528,25.0183,3.0437,0.0804,0.0566,-0.0567,-0.0063,,,,,,,,,,,
4,Microfluidic_Split_ThreeXdirection_study (Run_2),2037,-22.3891,25.0750,3.0500,-22.3331,25.0178,3.0433,0.0804,0.0560,-0.0572,-0.0067,0.2202,0.2202,0.0000,0.0000,0.2196,0.2196,-0.0006,-0.0003,0.0006,0.2671,
5,Microfluidic_Split_ThreeXdirection_study (Run_2),2040,-22.1691,25.0750,3.0500,-22.1142,25.0178,3.0434,0.0796,0.0549,-0.0572,-0.0066,,,,,,,,,,,
6,Microfluidic_Split_ThreeXdirection_study (Run_2),2025,-21.9486,25.0750,3.0500,-21.8949,25.0168,3.0430,0.0795,0.0537,-0.0582,-0.0070,0.2205,0.2205,0.0000,0.0000,0.2193,0.2193,-0.0010,-0.0003,0.0013,0.5725,
7,Microfluidic_Split_ThreeXdirection_study (Run_2),2034,-21.7280,25.0750,3.0500,-21.6757,25.0166,3.0432,0.0787,0.0523,-0.0584,-0.0068,,,,,,,,,,,
8,Microfluidic_Split_ThreeXdirection_study (Run_2),2028,-21.5075,25.0750,3.0500,-21.4567,25.0161,3.0431,0.0780,0.0507,-0.0589,-0.0069,0.2206,0.2206,0.0000,0.0000,0.2190,0.2190,-0.0005,0.0000,0.0016,0.7074,
9,Microfluidic_Split_ThreeXdirection_study (Run_2),2031,-21.2869,25.0750,3.0500,-21.2376,25.0160,3.0430,0.0772,0.0493,-0.0590,-0.0070,,,,,,,,,,,
10,Microfluidic_Split_ThreeXdirection_study (Run_2),2001,-21.0666,25.0750,3.0500,-21.0193,25.0155,3.0428,0.0763,0.0472,-0.0595,-0.0072,0.2203,0.2203,0.0000,0.0000,0.2183,0.2183,-0.0005,-0.0002,0.0021,0.9420,
11,Microfluidic_Split_ThreeXdirection_study (Run_2),2022,-20.8459,25.0750,3.0500,-20.8002,25.0154,3.0428,0.0755,0.0457,-0.0596,-0.0072,,,,,,,,,,,
12,Microfluidic_Split_ThreeXdirection_study (Run_2),2016,-20.6253,25.0750,3.0500,-20.5815,25.0151,3.0423,0.0746,0.0438,-0.0599,-0.0077,0.2207,0.2207,0.0000,0.0000,0.2187,0.2187,-0.0003,-0.0005,0.0020,0.8952,
13,Microfluidic_Split_ThreeXdirection_study (Run_2),2019,-20.4046,25.0750,3.0500,-20.3627,25.0147,3.0424,0.0738,0.0419,-0.0603,-0.0076,,,,,,,,,,,
14,Microfluidic_Split_ThreeXdirection_study (Run_2),2004,-20.1842,25.0750,3.0500,-20.1439,25.0146,3.0423,0.0730,0.0403,-0.0604,-0.0077,0.2204,0.2204,0.0000,0.0000,0.2187,0.2187,-0.0001,-0.0001,0.0017,0.7546,
15,Microfluidic_Split_ThreeXdirection_study (Run_2),2013,-19.9638,25.0750,3.0500,-19.9253,25.0144,3.0423,0.0722,0.0385,-0.0606,-0.0077,,,,,,,,,,,
16,Microfluidic_Split_ThreeXdirection_study (Run_2),2007,-19.7433,25.0750,3.0500,-19.7067,25.0141,3.0425,0.0714,0.0367,-0.0609,-0.0075,0.2204,0.2204,0.0000,0.0000,0.2186,0.2186,-0.0003,0.0002,0.0018,0.8140,
17,Microfluidic_Split_ThreeXdirection_study (Run_2),2010,-19.5232,25.0750,3.0500,-19.4887,25.0139,3.0423,0.0706,0.0345,-0.0611,-0.0077,,,,,,,,,,,
18,Microfluidic_Split_ThreeXdirection_study (Run_2),1950,-19.3031,25.0750,3.0500,-19.2703,25.0137,3.0424,0.0699,0.0328,-0.0613,-0.0076,0.2201,0.2201,0.0000,0.0000,0.2184,0.2184,-0.0002,0.0001,0.0017,0.7740,
19,Microfluidic_Split_ThreeXdirection_study (Run_2),1998,-19.0832,25.0750,3.0500,-19.0524,25.0137,3.0423,0.0691,0.0308,-0.0613,-0.0077,,,,,,,,,,,
20,Microfluidic_Split_ThreeXdirection_study (Run_2),1995,-18.8627,25.0750,3.0500,-18.8338,25.0135,3.0424,0.0684,0.0289,-0.0615,-0.0076,0.2204,0.2204,0.0000,0.0000,0.2186,0.2186,-0.0002,0.0001,0.0019,0.8480,
21,Microfluidic_Split_ThreeXdirection_study (Run_2),1989,-18.6422,25.0750,3.0500,-18.6151,25.0132,3.0424,0.0679,0.0271,-0.0618,-0.0076,,,,,,,,,,,
22,Microfluidic_Split_ThreeXdirection_study (Run_2),1992,-18.4216,25.0750,3.0500,-18.3964,25.0133,3.0425,0.0671,0.0252,-0.0617,-0.0075,0.2206,0.2206,0.0000,0.0000,0.2187,0.2187,0.0001,0.0001,0.0019,0.8513,
23,Microfluidic_Split_ThreeXdirection_study (Run_2),1977,-18.2011,25.0750,3.0500,-18.1780,25.0129,3.0422,0.0667,0.0232,-0.0621,-0.0078,,,,,,,,,,,
24,Microfluidic_Split_ThreeXdirection_study (Run_2),1986,-17.9806,25.0750,3.0500,-17.9593,25.0130,3.0425,0.0660,0.0213,-0.0620,-0.0075,0.2206,0.2206,0.0000,0.0000,0.2187,0.2187,0.0001,0.0003,0.0019,0.8608,
25,Microfluidic_Split_ThreeXdirection_study (Run_2),1980,-17.7600,25.0750,3.0500,-17.7407,25.0127,3.0424,0.0657,0.0193,-0.0623,-0.0076,,,,,,,,,,,
26,Microfluidic_Split_ThreeXdirection_study (Run_2),1983,-17.5394,25.0750,3.0500,-17.5220,25.0129,3.0432,0.0648,0.0174,-0.0621,-0.0068,0.2206,0.2206,0.0000,0.0000,0.2187,0.2187,0.0002,0.0008,0.0019,0.8758,
27,Microfluidic_Split_ThreeXdirection_study (Run_2),1953,-17.3190,25.0750,3.0500,-17.3035,25.0125,3.0425,0.0648,0.0155,-0.0625,-0.0075,,,,,,,,,,,
28,Microfluidic_Split_ThreeXdirection_study (Run_2),1974,-17.0984,25.0750,3.0500,-17.0849,25.0127,3.0431,0.0641,0.0135,-0.0623,-0.0069,0.2206,0.2206,0.0000,0.0000,0.2186,0.2186,0.0003,0.0006,0.0020,0.9118,
29,Microfluidic_Split_ThreeXdirection_study (Run_2),1968,-16.8778,25.0750,3.0500,-16.8662,25.0123,3.0424,0.0642,0.0117,-0.0627,-0.0076,,,,,,,,,,,
30,Microfluidic_Split_ThreeXdirection_study (Run_2),1971,-16.6571,25.0750,3.0500,-16.6471,25.0124,3.0425,0.0638,0.0100,-0.0626,-0.0075,0.2207,0.2207,0.0000,0.0000,0.2191,0.2191,0.0001,0.0002,0.0017,0.7481,
31,Microfluidic_Split_ThreeXdirection_study (Run_2),1956,-16.4367,25.0750,3.0500,-16.4287,25.0125,3.0427,0.0634,0.0079,-0.0625,-0.0073,,,,,,,,,,,
32,Microfluidic_Split_ThreeXdirection_study (Run_2),1965,-16.2162,25.0750,3.0500,-16.2103,25.0124,3.0425,0.0633,0.0060,-0.0626,-0.0075,0.2204,0.2204,0.0000,0.0000,0.2185,0.2185,-0.0001,-0.0002,0.0020,0.8847,
33,Microfluidic_Split_ThreeXdirection_study (Run_2),1959,-15.9959,25.0750,3.0500,-15.9918,25.0122,3.0427,0.0633,0.0040,-0.0628,-0.0073,,,,,,,,,,,
34,Microfluidic_Split_ThreeXdirection_study (Run_2),1962,-15.7757,25.0750,3.0500,-15.7735,25.0124,3.0425,0.0631,0.0022,-0.0626,-0.0075,0.2202,0.2202,0.0000,0.0000,0.2184,0.2184,0.0002,-0.0002,0.0018,0.8148,
35,Microfluidic_Split_ThreeXdirection_study (Run_2),1848,-15.5556,25.0750,3.0500,-15.5553,25.0125,3.0426,0.0629,0.0003,-0.0625,-0.0074,,,,,,,,,,,
36,Microfluidic_Split_ThreeXdirection_study (Run_2),1947,-15.3357,25.0750,3.0500,-15.3375,25.0126,3.0423,0.0629,-0.0018,-0.0624,-0.0077,0.2199,0.2199,0.0000,0.0000,0.2178,0.2178,0.0001,-0.0003,0.0021,0.9470,
37,Microfluidic_Split_ThreeXdirection_study (Run_2),1944,-15.1152,25.0750,3.0500,-15.1191,25.0127,3.0427,0.0629,-0.0038,-0.0623,-0.0073,,,,,,,,,,,
38,Microfluidic_Split_ThreeXdirection_study (Run_2),1938,-14.8947,25.0750,3.0500,-14.9006,25.0123,3.0424,0.0635,-0.0059,-0.0627,-0.0076,0.2205,0.2205,0.0000,0.0000,0.2185,0.2185,-0.0004,-0.0003,0.0020,0.9202,
39,Microfluidic_Split_ThreeXdirection_study (Run_2),1941,-14.6742,25.0750,3.0500,-14.6818,25.0127,3.0428,0.0632,-0.0076,-0.0623,-0.0072,,,,,,,,,,,
40,Microfluidic_Split_ThreeXdirection_study (Run_2),1926,-14.4536,25.0750,3.0500,-14.4631,25.0122,3.0425,0.0640,-0.0094,-0.0628,-0.0075,0.2205,0.2205,0.0000,0.0000,0.2187,0.2187,-0.0005,-0.0002,0.0018,0.8215,
41,Microfluidic_Split_ThreeXdirection_study (Run_2),1935,-14.2331,25.0750,3.0500,-14.2445,25.0127,3.0432,0.0637,-0.0114,-0.0623,-0.0068,,,,,,,,,,,
42,Microfluidic_Split_ThreeXdirection_study (Run_2),1929,-14.0125,25.0750,3.0500,-14.0262,25.0123,3.0431,0.0645,-0.0137,-0.0627,-0.0069,0.2206,0.2206,0.0000,0.0000,0.2183,0.2183,-0.0004,-0.0001,0.0023,1.0296,
43,Microfluidic_Split_ThreeXdirection_study (Run_2),1932,-13.7920,25.0750,3.0500,-13.8072,25.0126,3.0432,0.0646,-0.0153,-0.0624,-0.0068,,,,,,,,,,,
44,Microfluidic_Split_ThreeXdirection_study (Run_2),1902,-13.5714,25.0750,3.0500,-13.5886,25.0127,3.0428,0.0650,-0.0172,-0.0623,-0.0072,0.2206,0.2206,0.0000,0.0000,0.2187,0.2187,0.0001,-0.0004,0.0019,0.8576,
45,Microfluidic_Split_ThreeXdirection_study (Run_2),1923,-13.3509,25.0750,3.0500,-13.3699,25.0128,3.0429,0.0654,-0.0190,-0.0622,-0.0071,,,,,,,,,,,
46,Microfluidic_Split_ThreeXdirection_study (Run_2),1917,-13.1303,25.0750,3.0500,-13.1511,25.0128,3.0429,0.0660,-0.0208,-0.0622,-0.0071,0.2206,0.2206,0.0000,0.0000,0.2188,0.2188,0.0000,0.0000,0.0018,0.8198,
47,Microfluidic_Split_ThreeXdirection_study (Run_2),1920,-12.9096,25.0750,3.0500,-12.9323,25.0129,3.0430,0.0665,-0.0227,-0.0621,-0.0070,,,,,,,,,,,
48,Microfluidic_Split_ThreeXdirection_study (Run_2),1905,-12.6892,25.0750,3.0500,-12.7139,25.0129,3.0426,0.0672,-0.0247,-0.0621,-0.0074,0.2204,0.2204,0.0000,0.0000,0.2184,0.2184,0.0000,-0.0003,0.0020,0.8872,
49,Microfluidic_Split_ThreeXdirection_study (Run_2),1914,-12.4688,25.0750,3.0500,-12.4954,25.0131,3.0428,0.0677,-0.0266,-0.0619,-0.0072,,,,,,,,,,,
50,Microfluidic_Split_ThreeXdirection_study (Run_2),1908,-12.2483,25.0750,3.0500,-12.2769,25.0132,3.0433,0.0684,-0.0286,-0.0618,-0.0067,0.2204,0.2204,0.0000,0.0000,0.2185,0.2185,0.0001,0.0004,0.0020,0.8871,
51,Microfluidic_Split_ThreeXdirection_study (Run_2),1911,-12.0280,25.0750,3.0500,-12.0584,25.0131,3.0433,0.0693,-0.0304,-0.0619,-0.0067,,,,,,,,,,,
52,Microfluidic_Split_ThreeXdirection_study (Run_2),1851,-11.8081,25.0750,3.0500,-11.8401,25.0132,3.0430,0.0700,-0.0320,-0.0618,-0.0070,0.2199,0.2199,0.0000,0.0000,0.2183,0.2183,0.0001,-0.0003,0.0016,0.7312,
53,Microfluidic_Split_ThreeXdirection_study (Run_2),1899,-11.5879,25.0750,3.0500,-11.6219,25.0136,3.0430,0.0706,-0.0340,-0.0614,-0.0070,,,,,,,,,,,
54,Microfluidic_Split_ThreeXdirection_study (Run_2),1896,-11.3677,25.0750,3.0500,-11.4035,25.0137,3.0427,0.0713,-0.0358,-0.0613,-0.0073,0.2202,0.2202,0.0000,0.0000,0.2184,0.2184,0.0002,-0.0003,0.0018,0.8074,
55,Microfluidic_Split_ThreeXdirection_study (Run_2),1890,-11.1472,25.0750,3.0500,-11.1848,25.0142,3.0426,0.0719,-0.0377,-0.0608,-0.0074,,,,,,,,,,,
56,Microfluidic_Split_ThreeXdirection_study (Run_2),1893,-10.9267,25.0750,3.0500,-10.9662,25.0144,3.0425,0.0728,-0.0395,-0.0606,-0.0075,0.2205,0.2205,0.0000,0.0000,0.2187,0.2187,0.0001,-0.0001,0.0019,0.8430,
