Location,Study Name,Nodes,Before deformation global X[mm],Before deformation global Y[mm],Before deformation global Z[mm],After deformation global X[mm],After deformation global Y[mm],After deformation global Z[mm],Deflection mm,Deflection components global X[mm],Deflection components global Y[mm],Deflection components global Z[mm],Distance before deformation mm,Distance before deformation global X[mm],Distance before deformation global Y[mm],Distance before deformation global Z[mm],Distance after deformation mm,Distance after deformation global X[mm],Distance after deformation global Y[mm],Distance after deformation global Z[mm],Shrinkage mm,Shrinkage percent
1,Microfluidic_Split_ThreeXdirection_study (Run_2),13,-23.0500,25.0750,0.0000,-22.9928,25.0187,0.0077,0.0806,0.0572,-0.0563,0.0077,,,,,,,,,,,
2,Microfluidic_Split_ThreeXdirection_study (Run_2),2248,-22.8296,25.0750,0.0000,-22.7731,25.0187,0.0073,0.0801,0.0565,-0.0563,0.0073,0.2204,0.2204,0.0000,0.0000,0.2197,0.2197,0.0000,-0.0004,0.0007,0.3156,
3,Microfluidic_Split_ThreeXdirection_study (Run_2),2245,-22.6091,25.0750,0.0000,-22.5529,25.0183,0.0072,0.0801,0.0562,-0.0567,0.0072,,,,,,,,,,,
4,Microfluidic_Split_ThreeXdirection_study (Run_2),2239,-22.3891,25.0750,0.0000,-22.3335,25.0180,0.0078,0.0800,0.0556,-0.0570,0.0078,0.2200,0.2200,0.0000,0.0000,0.2194,0.2194,-0.0004,0.0006,0.0006,0.2596,
5,Microfluidic_Split_ThreeXdirection_study (Run_2),2242,-22.1691,25.0750,0.0000,-22.1145,25.0177,0.0077,0.0795,0.0546,-0.0573,0.0077,,,,,,,,,,,
6,Microfluidic_Split_ThreeXdirection_study (Run_2),2227,-21.9486,25.0750,0.0000,-21.8952,25.0170,0.0081,0.0792,0.0534,-0.0580,0.0081,0.2205,0.2205,0.0000,0.0000,0.2193,0.2193,-0.0007,0.0004,0.0013,0.5745,
7,Microfluidic_Split_ThreeXdirection_study (Run_2),2236,-21.7280,25.0750,0.0000,-21.6761,25.0170,0.0079,0.0782,0.0519,-0.0580,0.0079,,,,,,,,,,,
8,Microfluidic_Split_ThreeXdirection_study (Run_2),2230,-21.5075,25.0750,0.0000,-21.4572,25.0162,0.0081,0.0778,0.0503,-0.0588,0.0081,0.2205,0.2205,0.0000,0.0000,0.2189,0.2189,-0.0008,0.0002,0.0016,0.7121,
9,Microfluidic_Split_ThreeXdirection_study (Run_2),2233,-21.2871,25.0750,0.0000,-21.2382,25.0162,0.0080,0.0768,0.0488,-0.0588,0.0080,,,,,,,,,,,
10,Microfluidic_Split_ThreeXdirection_study (Run_2),2203,-21.0666,25.0750,0.0000,-21.0195,25.0156,0.0081,0.0762,0.0471,-0.0594,0.0081,0.2205,0.2205,0.0000,0.0000,0.2188,0.2188,-0.0006,0.0001,0.0017,0.7756,
11,Microfluidic_Split_ThreeXdirection_study (Run_2),2224,-20.8459,25.0750,0.0000,-20.8005,25.0155,0.0080,0.0753,0.0454,-0.0595,0.0080,,,,,,,,,,,
12,Microfluidic_Split_ThreeXdirection_study (Run_2),2218,-20.6253,25.0750,0.0000,-20.5817,25.0149,0.0085,0.0747,0.0436,-0.0601,0.0085,0.2207,0.2207,0.0000,0.0000,0.2188,0.2188,-0.0006,0.0006,0.0018,0.8341,
13,Microfluidic_Split_ThreeXdirection_study (Run_2),2221,-20.4047,25.0750,0.0000,-20.3632,25.0151,0.0083,0.0734,0.0416,-0.0599,0.0083,,,,,,,,,,,
14,Microfluidic_Split_ThreeXdirection_study (Run_2),2206,-20.1842,25.0750,0.0000,-20.1443,25.0147,0.0085,0.0728,0.0399,-0.0603,0.0085,0.2205,0.2205,0.0000,0.0000,0.2188,0.2188,-0.0004,0.0002,0.0017,0.7658,
15,Microfluidic_Split_ThreeXdirection_study (Run_2),2215,-19.9637,25.0750,0.0000,-19.9257,25.0149,0.0077,0.0716,0.0380,-0.0601,0.0077,,,,,,,,,,,
16,Microfluidic_Split_ThreeXdirection_study (Run_2),2209,-19.7435,25.0750,0.0000,-19.7074,25.0140,0.0082,0.0713,0.0361,-0.0610,0.0082,0.2203,0.2203,0.0000,0.0000,0.2183,0.2183,-0.0008,0.0005,0.0019,0.8834,
17,Microfluidic_Split_ThreeXdirection_study (Run_2),2212,-19.5233,25.0750,0.0000,-19.4890,25.0142,0.0078,0.0703,0.0343,-0.0608,0.0078,,,,,,,,,,,
18,Microfluidic_Split_ThreeXdirection_study (Run_2),2152,-19.3030,25.0750,0.0000,-19.2706,25.0137,0.0074,0.0697,0.0325,-0.0613,0.0074,0.2202,0.2202,0.0000,0.0000,0.2184,0.2184,-0.0004,-0.0003,0.0018,0.8226,
19,Microfluidic_Split_ThreeXdirection_study (Run_2),2200,-19.0829,25.0750,0.0000,-19.0525,25.0137,0.0077,0.0688,0.0303,-0.0613,0.0077,,,,,,,,,,,
20,Microfluidic_Split_ThreeXdirection_study (Run_2),2197,-18.8627,25.0750,0.0000,-18.8341,25.0136,0.0077,0.0682,0.0287,-0.0614,0.0077,0.2202,0.2202,0.0000,0.0000,0.2185,0.2185,-0.0001,0.0000,0.0017,0.7689,
21,Microfluidic_Split_ThreeXdirection_study (Run_2),2191,-18.6422,25.0750,0.0000,-18.6153,25.0135,0.0075,0.0676,0.0269,-0.0615,0.0075,,,,,,,,,,,
22,Microfluidic_Split_ThreeXdirection_study (Run_2),2194,-18.4217,25.0750,0.0000,-18.3966,25.0134,0.0075,0.0669,0.0251,-0.0616,0.0075,0.2205,0.2205,0.0000,0.0000,0.2187,0.2187,-0.0001,0.0000,0.0018,0.8174,
23,Microfluidic_Split_ThreeXdirection_study (Run_2),2179,-18.2011,25.0750,0.0000,-18.1778,25.0132,0.0080,0.0665,0.0233,-0.0618,0.0080,,,,,,,,,,,
