Location,Study Name,Nodes,Before deformation global X[mm],Before deformation global Y[mm],Before deformation global Z[mm],After deformation global X[mm],After deformation global Y[mm],After deformation global Z[mm],Deflection mm,Deflection components global X[mm],Deflection components global Y[mm],Deflection components global Z[mm],Distance before deformation mm,Distance before deformation global X[mm],Distance before deformation global Y[mm],Distance before deformation global Z[mm],Distance after deformation mm,Distance after deformation global X[mm],Distance after deformation global Y[mm],Distance after deformation global Z[mm],Shrinkage mm,Shrinkage percent
1,Microfluidic_Split_FourXdirection_study,23,-8.0600,25.0750,3.0500,-8.1215,25.0134,3.0431,0.0873,-0.0615,-0.0616,-0.0069,,,,,,,,,,,
2,Microfluidic_Split_FourXdirection_study,1863,-8.2805,25.0750,3.0500,-8.3412,25.0135,3.0431,0.0867,-0.0607,-0.0615,-0.0069,0.2205,-0.2205,0.0000,0.0000,0.2197,-0.2197,0.0001,0.0000,0.0008,0.3585,
3,Microfluidic_Split_FourXdirection_study,1860,-8.5009,25.0750,3.0500,-8.5611,25.0133,3.0432,0.0865,-0.0602,-0.0617,-0.0068,,,,,,,,,,,
4,Microfluidic_Split_FourXdirection_study,1866,-8.7213,25.0750,3.0500,-8.7807,25.0133,3.0429,0.0859,-0.0594,-0.0617,-0.0071,0.2204,-0.2204,0.0000,0.0000,0.2196,-0.2196,0.0000,-0.0003,0.0008,0.3672,
5,Microfluidic_Split_FourXdirection_study,1857,-8.9417,25.0750,3.0500,-8.9999,25.0128,3.0424,0.0855,-0.0582,-0.0622,-0.0076,,,,,,,,,,,
6,Microfluidic_Split_FourXdirection_study,1872,-9.1623,25.0750,3.0500,-9.2189,25.0124,3.0423,0.0847,-0.0566,-0.0626,-0.0077,0.2206,-0.2206,0.0000,0.0000,0.2191,-0.2190,-0.0004,-0.0002,0.0015,0.6876,
7,Microfluidic_Split_FourXdirection_study,1869,-9.3828,25.0750,3.0500,-9.4379,25.0121,3.0421,0.0840,-0.0550,-0.0629,-0.0079,,,,,,,,,,,
8,Microfluidic_Split_FourXdirection_study,1875,-9.6034,25.0750,3.0500,-9.6567,25.0116,3.0421,0.0832,-0.0533,-0.0634,-0.0079,0.2206,-0.2206,0.0000,0.0000,0.2188,-0.2188,-0.0004,0.0001,0.0017,0.7847,
9,Microfluidic_Split_FourXdirection_study,1854,-9.8240,25.0750,3.0500,-9.8755,25.0111,3.0420,0.0825,-0.0515,-0.0639,-0.0080,,,,,,,,,,,
10,Microfluidic_Split_FourXdirection_study,1884,-10.0445,25.0750,3.0500,-10.0942,25.0109,3.0423,0.0815,-0.0497,-0.0641,-0.0077,0.2206,-0.2206,0.0000,0.0000,0.2188,-0.2188,-0.0002,0.0003,0.0018,0.8159,
11,Microfluidic_Split_FourXdirection_study,1881,-10.2650,25.0750,3.0500,-10.3128,25.0106,3.0419,0.0807,-0.0478,-0.0644,-0.0081,,,,,,,,,,,
12,Microfluidic_Split_FourXdirection_study,1887,-10.4855,25.0750,3.0500,-10.5315,25.0104,3.0420,0.0797,-0.0460,-0.0646,-0.0080,0.2206,-0.2206,0.0000,0.0000,0.2187,-0.2187,-0.0002,0.0000,0.0019,0.8458,
13,Microfluidic_Split_FourXdirection_study,1878,-10.7061,25.0750,3.0500,-10.7500,25.0100,3.0418,0.0788,-0.0439,-0.0650,-0.0082,,,,,,,,,,,
14,Microfluidic_Split_FourXdirection_study,1893,-10.9267,25.0750,3.0500,-10.9687,25.0098,3.0420,0.0780,-0.0420,-0.0652,-0.0080,0.2205,-0.2205,0.0000,0.0000,0.2186,-0.2186,-0.0002,0.0001,0.0019,0.8669,
15,Microfluidic_Split_FourXdirection_study,1890,-11.1472,25.0750,3.0500,-11.1872,25.0097,3.0420,0.0770,-0.0400,-0.0653,-0.0080,,,,,,,,,,,
16,Microfluidic_Split_FourXdirection_study,1896,-11.3677,25.0750,3.0500,-11.4058,25.0093,3.0420,0.0763,-0.0380,-0.0657,-0.0080,0.2205,-0.2205,0.0000,0.0000,0.2185,-0.2185,-0.0004,0.0001,0.0020,0.8982,
