Location,Study Name,Nodes,Before deformation global X[mm],Before deformation global Y[mm],Before deformation global Z[mm],After deformation global X[mm],After deformation global Y[mm],After deformation global Z[mm],Deflection mm,Deflection components global X[mm],Deflection components global Y[mm],Deflection components global Z[mm],Distance before deformation mm,Distance before deformation global X[mm],Distance before deformation global Y[mm],Distance before deformation global Z[mm],Distance after deformation mm,Distance after deformation global X[mm],Distance after deformation global Y[mm],Distance after deformation global Z[mm],Shrinkage mm,Shrinkage percent
1,Microfluidic_Split_FourXdirection_study (Run_5) ,24,-8.0600,25.0750,0.0000,-8.1229,25.0132,0.0090,0.0887,-0.0629,-0.0618,0.0090,,,,,,,,,,,
2,Microfluidic_Split_FourXdirection_study (Run_5) ,2065,-8.2805,25.0750,0.0000,-8.3426,25.0129,0.0091,0.0882,-0.0621,-0.0621,0.0091,0.2205,-0.2205,0.0000,0.0000,0.2196,-0.2196,-0.0002,0.0001,0.0009,0.3968,
3,Microfluidic_Split_FourXdirection_study (Run_5) ,2062,-8.5009,25.0750,0.0000,-8.5623,25.0128,0.0087,0.0878,-0.0614,-0.0622,0.0087,,,,,,,,,,,
4,Microfluidic_Split_FourXdirection_study (Run_5) ,2068,-8.7213,25.0750,0.0000,-8.7818,25.0125,0.0089,0.0875,-0.0605,-0.0625,0.0089,0.2204,-0.2204,0.0000,0.0000,0.2196,-0.2196,-0.0003,0.0002,0.0008,0.3690,
5,Microfluidic_Split_FourXdirection_study (Run_5) ,2059,-8.9417,25.0750,0.0000,-9.0009,25.0118,0.0091,0.0871,-0.0593,-0.0632,0.0091,,,,,,,,,,,
6,Microfluidic_Split_FourXdirection_study (Run_5) ,2074,-9.1621,25.0750,0.0000,-9.2199,25.0114,0.0092,0.0865,-0.0578,-0.0636,0.0092,0.2204,-0.2204,0.0000,0.0000,0.2190,-0.2190,-0.0004,0.0001,0.0014,0.6433,
7,Microfluidic_Split_FourXdirection_study (Run_5) ,2071,-9.3828,25.0750,0.0000,-9.4390,25.0110,0.0094,0.0857,-0.0562,-0.0640,0.0094,,,,,,,,,,,
8,Microfluidic_Split_FourXdirection_study (Run_5) ,2077,-9.6034,25.0750,0.0000,-9.6577,25.0107,0.0093,0.0847,-0.0543,-0.0643,0.0093,0.2205,-0.2205,0.0000,0.0000,0.2187,-0.2187,-0.0003,-0.0001,0.0018,0.8191,
9,Microfluidic_Split_FourXdirection_study (Run_5) ,2056,-9.8239,25.0750,0.0000,-9.8765,25.0102,0.0093,0.0839,-0.0526,-0.0648,0.0093,,,,,,,,,,,
10,Microfluidic_Split_FourXdirection_study (Run_5) ,2086,-10.0444,25.0750,0.0000,-10.0952,25.0101,0.0094,0.0829,-0.0507,-0.0649,0.0094,0.2205,-0.2205,0.0000,0.0000,0.2187,-0.2187,-0.0002,0.0001,0.0018,0.8299,
11,Microfluidic_Split_FourXdirection_study (Run_5) ,2083,-10.2650,25.0750,0.0000,-10.3138,25.0097,0.0096,0.0821,-0.0488,-0.0653,0.0096,,,,,,,,,,,
12,Microfluidic_Split_FourXdirection_study (Run_5) ,2089,-10.4855,25.0750,0.0000,-10.5325,25.0098,0.0095,0.0809,-0.0469,-0.0652,0.0095,0.2206,-0.2206,0.0000,0.0000,0.2186,-0.2186,0.0001,0.0000,0.0019,0.8700,
13,Microfluidic_Split_FourXdirection_study (Run_5) ,2080,-10.7061,25.0750,0.0000,-10.7510,25.0093,0.0098,0.0802,-0.0450,-0.0657,0.0098,,,,,,,,,,,
14,Microfluidic_Split_FourXdirection_study (Run_5) ,2095,-10.9266,25.0750,0.0000,-10.9696,25.0092,0.0098,0.0792,-0.0429,-0.0658,0.0098,0.2206,-0.2206,0.0000,0.0000,0.2185,-0.2185,-0.0001,0.0000,0.0020,0.9180,
15,Microfluidic_Split_FourXdirection_study (Run_5) ,2092,-11.1472,25.0750,0.0000,-11.1880,25.0090,0.0097,0.0782,-0.0409,-0.0660,0.0097,,,,,,,,,,,
16,Microfluidic_Split_FourXdirection_study (Run_5) ,2098,-11.3677,25.0750,0.0000,-11.4065,25.0086,0.0095,0.0775,-0.0388,-0.0664,0.0095,0.2205,-0.2205,0.0000,0.0000,0.2185,-0.2185,-0.0004,-0.0003,0.0020,0.9177,
17,Microfluidic_Split_FourXdirection_study (Run_5) ,2101,-11.5882,25.0750,0.0000,-11.6250,25.0085,0.0091,0.0765,-0.0369,-0.0665,0.0091,,,,,,,,,,,
18,Microfluidic_Split_FourXdirection_study (Run_5) ,2053,-11.8082,25.0750,0.0000,-11.8430,25.0081,0.0093,0.0760,-0.0349,-0.0669,0.0093,0.2200,-0.2200,0.0000,0.0000,0.2180,-0.2180,-0.0005,0.0002,0.0020,0.9146,
19,Microfluidic_Split_FourXdirection_study (Run_5) ,2113,-12.0282,25.0750,0.0000,-12.0612,25.0082,0.0092,0.0750,-0.0329,-0.0668,0.0092,,,,,,,,,,,
20,Microfluidic_Split_FourXdirection_study (Run_5) ,2110,-12.2485,25.0750,0.0000,-12.2794,25.0079,0.0092,0.0744,-0.0309,-0.0671,0.0092,0.2203,-0.2203,0.0000,0.0000,0.2182,-0.2182,-0.0003,0.0001,0.0021,0.9342,
21,Microfluidic_Split_FourXdirection_study (Run_5) ,2116,-12.4688,25.0750,0.0000,-12.4976,25.0079,0.0091,0.0736,-0.0288,-0.0671,0.0091,,,,,,,,,,,
22,Microfluidic_Split_FourXdirection_study (Run_5) ,2107,-12.6892,25.0750,0.0000,-12.7159,25.0076,0.0093,0.0731,-0.0267,-0.0674,0.0093,0.2203,-0.2203,0.0000,0.0000,0.2183,-0.2183,-0.0003,0.0003,0.0020,0.9277,
23,Microfluidic_Split_FourXdirection_study (Run_5) ,2122,-12.9096,25.0750,0.0000,-12.9342,25.0077,0.0092,0.0722,-0.0246,-0.0673,0.0092,,,,,,,,,,,
24,Microfluidic_Split_FourXdirection_study (Run_5) ,2119,-13.1303,25.0750,0.0000,-13.1528,25.0076,0.0093,0.0717,-0.0225,-0.0674,0.0093,0.2207,-0.2207,0.0000,0.0000,0.2186,-0.2186,-0.0001,0.0002,0.0020,0.9109,
