Location,Study Name,Nodes,Before deformation global X[mm],Before deformation global Y[mm],Before deformation global Z[mm],After deformation global X[mm],After deformation global Y[mm],After deformation global Z[mm],Deflection mm,Deflection components global X[mm],Deflection components global Y[mm],Deflection components global Z[mm],Distance before deformation mm,Distance before deformation global X[mm],Distance before deformation global Y[mm],Distance before deformation global Z[mm],Distance after deformation mm,Distance after deformation global X[mm],Distance after deformation global Y[mm],Distance after deformation global Z[mm],Shrinkage mm,Shrinkage percent
1,Microfluidic_Split_FourXdirection_study (Run_6) ,24,-8.0600,25.0750,0.0000,-8.1215,25.0135,0.0086,0.0874,-0.0615,-0.0615,0.0086,,,,,,,,,,,
2,Microfluidic_Split_FourXdirection_study (Run_6) ,2065,-8.2805,25.0750,0.0000,-8.3412,25.0133,0.0088,0.0870,-0.0607,-0.0617,0.0088,0.2205,-0.2205,0.0000,0.0000,0.2198,-0.2198,-0.0002,0.0002,0.0007,0.3330,
3,Microfluidic_Split_FourXdirection_study (Run_6) ,2062,-8.5009,25.0750,0.0000,-8.5610,25.0131,0.0083,0.0867,-0.0602,-0.0619,0.0083,,,,,,,,,,,
4,Microfluidic_Split_FourXdirection_study (Run_6) ,2068,-8.7213,25.0750,0.0000,-8.7807,25.0128,0.0086,0.0865,-0.0595,-0.0622,0.0086,0.2204,-0.2204,0.0000,0.0000,0.2197,-0.2197,-0.0004,0.0003,0.0007,0.3195,
5,Microfluidic_Split_FourXdirection_study (Run_6) ,2059,-8.9417,25.0750,0.0000,-8.9999,25.0121,0.0089,0.0861,-0.0582,-0.0629,0.0089,,,,,,,,,,,
6,Microfluidic_Split_FourXdirection_study (Run_6) ,2074,-9.1621,25.0750,0.0000,-9.2189,25.0117,0.0090,0.0855,-0.0568,-0.0633,0.0090,0.2204,-0.2204,0.0000,0.0000,0.2190,-0.2190,-0.0004,0.0002,0.0014,0.6310,
7,Microfluidic_Split_FourXdirection_study (Run_6) ,2071,-9.3828,25.0750,0.0000,-9.4379,25.0113,0.0092,0.0847,-0.0551,-0.0637,0.0092,,,,,,,,,,,
8,Microfluidic_Split_FourXdirection_study (Run_6) ,2077,-9.6034,25.0750,0.0000,-9.6567,25.0110,0.0092,0.0838,-0.0533,-0.0640,0.0092,0.2205,-0.2205,0.0000,0.0000,0.2187,-0.2187,-0.0003,-0.0001,0.0018,0.8217,
9,Microfluidic_Split_FourXdirection_study (Run_6) ,2056,-9.8239,25.0750,0.0000,-9.8754,25.0106,0.0092,0.0830,-0.0516,-0.0644,0.0092,,,,,,,,,,,
10,Microfluidic_Split_FourXdirection_study (Run_6) ,2086,-10.0444,25.0750,0.0000,-10.0942,25.0105,0.0094,0.0820,-0.0498,-0.0645,0.0094,0.2205,-0.2205,0.0000,0.0000,0.2188,-0.2188,-0.0001,0.0001,0.0018,0.8067,
11,Microfluidic_Split_FourXdirection_study (Run_6) ,2083,-10.2650,25.0750,0.0000,-10.3129,25.0102,0.0095,0.0812,-0.0479,-0.0648,0.0095,,,,,,,,,,,
12,Microfluidic_Split_FourXdirection_study (Run_6) ,2089,-10.4855,25.0750,0.0000,-10.5316,25.0103,0.0095,0.0800,-0.0460,-0.0647,0.0095,0.2206,-0.2206,0.0000,0.0000,0.2187,-0.2187,0.0001,0.0000,0.0019,0.8472,
13,Microfluidic_Split_FourXdirection_study (Run_6) ,2080,-10.7061,25.0750,0.0000,-10.7502,25.0098,0.0098,0.0793,-0.0441,-0.0652,0.0098,,,,,,,,,,,
