Location,Study Name,Nodes,Before deformation global X[mm],Before deformation global Y[mm],Before deformation global Z[mm],After deformation global X[mm],After deformation global Y[mm],After deformation global Z[mm],Deflection mm,Deflection components global X[mm],Deflection components global Y[mm],Deflection components global Z[mm],Distance before deformation mm,Distance before deformation global X[mm],Distance before deformation global Y[mm],Distance before deformation global Z[mm],Distance after deformation mm,Distance after deformation global X[mm],Distance after deformation global Y[mm],Distance after deformation global Z[mm],Shrinkage mm,Shrinkage percent
1,Microfluidic_Split_ThreeYdirection_study (Run_6) ,8,-15.5550,40.0500,0.0000,-15.5834,39.9198,0.0092,0.1336,-0.0284,-0.1302,0.0092,,,,,,,,,,,
2,Microfluidic_Split_ThreeYdirection_study (Run_6) ,2029,-15.5550,39.8305,0.0000,-15.5835,39.7012,0.0090,0.1327,-0.0285,-0.1293,0.0090,0.2195,0.0000,-0.2195,0.0000,0.2186,-0.0001,-0.2186,-0.0002,0.0009,0.4008,
3,Microfluidic_Split_ThreeYdirection_study (Run_6) ,2026,-15.5550,39.6110,0.0000,-15.5838,39.4821,0.0093,0.1324,-0.0288,-0.1289,0.0093,,,,,,,,,,,
4,Microfluidic_Split_ThreeYdirection_study (Run_6) ,2020,-15.5550,39.3911,0.0000,-15.5842,39.2632,0.0091,0.1315,-0.0292,-0.1279,0.0091,0.2199,0.0000,-0.2199,0.0000,0.2190,-0.0004,-0.2190,-0.0002,0.0010,0.4397,
5,Microfluidic_Split_ThreeYdirection_study (Run_6) ,2023,-15.5550,39.1711,0.0000,-15.5845,39.0444,0.0098,0.1305,-0.0295,-0.1267,0.0098,,,,,,,,,,,
6,Microfluidic_Split_ThreeYdirection_study (Run_6) ,2008,-15.5550,38.9512,0.0000,-15.5850,38.8261,0.0102,0.1291,-0.0300,-0.1252,0.0102,0.2198,0.0000,-0.2198,0.0000,0.2183,-0.0005,-0.2183,0.0004,0.0015,0.7047,
7,Microfluidic_Split_ThreeYdirection_study (Run_6) ,2017,-15.5550,38.7309,0.0000,-15.5850,38.6076,0.0099,0.1273,-0.0300,-0.1233,0.0099,,,,,,,,,,,
8,Microfluidic_Split_ThreeYdirection_study (Run_6) ,2011,-15.5550,38.5107,0.0000,-15.5855,38.3892,0.0100,0.1256,-0.0305,-0.1215,0.0100,0.2203,0.0000,-0.2203,0.0000,0.2184,-0.0005,-0.2184,0.0000,0.0019,0.8485,
9,Microfluidic_Split_ThreeYdirection_study (Run_6) ,2014,-15.5550,38.2904,0.0000,-15.5859,38.1705,0.0100,0.1241,-0.0309,-0.1198,0.0100,,,,,,,,,,,
10,Microfluidic_Split_ThreeYdirection_study (Run_6) ,1984,-15.5550,38.0699,0.0000,-15.5862,37.9520,0.0103,0.1224,-0.0312,-0.1179,0.0103,0.2204,0.0000,-0.2204,0.0000,0.2185,-0.0003,-0.2185,0.0002,0.0019,0.8625,
