Location,Study Name,Nodes,Before deformation global X[mm],Before deformation global Y[mm],Before deformation global Z[mm],After deformation global X[mm],After deformation global Y[mm],After deformation global Z[mm],Deflection mm,Deflection components global X[mm],Deflection components global Y[mm],Deflection components global Z[mm],Distance before deformation mm,Distance before deformation global X[mm],Distance before deformation global Y[mm],Distance before deformation global Z[mm],Distance after deformation mm,Distance after deformation global X[mm],Distance after deformation global Y[mm],Distance after deformation global Z[mm],Shrinkage mm,Shrinkage percent
1,Microfluidic_Split_ThreeXdirection_study (OptimumX) ,13,-23.0500,25.0750,0.0000,-22.9879,25.0133,0.0088,0.0880,0.0621,-0.0617,0.0088,,,,,,,,,,,
2,Microfluidic_Split_ThreeXdirection_study (OptimumX) ,2248,-22.8296,25.0750,0.0000,-22.7683,25.0134,0.0085,0.0873,0.0612,-0.0616,0.0085,0.2204,0.2204,0.0000,0.0000,0.2196,0.2196,0.0000,-0.0002,0.0009,0.3968,
3,Microfluidic_Split_ThreeXdirection_study (OptimumX) ,2245,-22.6091,25.0750,0.0000,-22.5485,25.0131,0.0085,0.0871,0.0607,-0.0619,0.0085,,,,,,,,,,,
4,Microfluidic_Split_ThreeXdirection_study (OptimumX) ,2239,-22.3891,25.0750,0.0000,-22.3293,25.0127,0.0091,0.0868,0.0598,-0.0623,0.0091,0.2200,0.2200,0.0000,0.0000,0.2192,0.2192,-0.0003,0.0005,0.0008,0.3799,
5,Microfluidic_Split_ThreeXdirection_study (OptimumX) ,2242,-22.1691,25.0750,0.0000,-22.1105,25.0125,0.0091,0.0862,0.0586,-0.0625,0.0091,,,,,,,,,,,
6,Microfluidic_Split_ThreeXdirection_study (OptimumX) ,2227,-21.9486,25.0750,0.0000,-21.8915,25.0119,0.0095,0.0857,0.0571,-0.0631,0.0095,0.2205,0.2205,0.0000,0.0000,0.2191,0.2191,-0.0006,0.0004,0.0015,0.6710,
7,Microfluidic_Split_ThreeXdirection_study (OptimumX) ,2236,-21.7280,25.0750,0.0000,-21.6725,25.0118,0.0094,0.0846,0.0555,-0.0632,0.0094,,,,,,,,,,,
8,Microfluidic_Split_ThreeXdirection_study (OptimumX) ,2230,-21.5075,25.0750,0.0000,-21.4538,25.0112,0.0096,0.0840,0.0538,-0.0638,0.0096,0.2205,0.2205,0.0000,0.0000,0.2188,0.2188,-0.0007,0.0002,0.0017,0.7917,
9,Microfluidic_Split_ThreeXdirection_study (OptimumX) ,2233,-21.2871,25.0750,0.0000,-21.2350,25.0111,0.0096,0.0829,0.0520,-0.0639,0.0096,,,,,,,,,,,
10,Microfluidic_Split_ThreeXdirection_study (OptimumX) ,2203,-21.0666,25.0750,0.0000,-21.0164,25.0106,0.0097,0.0822,0.0502,-0.0644,0.0097,0.2205,0.2205,0.0000,0.0000,0.2186,0.2186,-0.0005,0.0001,0.0019,0.8475,
11,Microfluidic_Split_ThreeXdirection_study (OptimumX) ,2224,-20.8459,25.0750,0.0000,-20.7976,25.0105,0.0096,0.0811,0.0483,-0.0645,0.0096,,,,,,,,,,,
12,Microfluidic_Split_ThreeXdirection_study (OptimumX) ,2218,-20.6253,25.0750,0.0000,-20.5789,25.0101,0.0100,0.0804,0.0464,-0.0649,0.0100,0.2207,0.2207,0.0000,0.0000,0.2187,0.2187,-0.0005,0.0004,0.0020,0.8884,
13,Microfluidic_Split_ThreeXdirection_study (OptimumX) ,2221,-20.4047,25.0750,0.0000,-20.3605,25.0102,0.0099,0.0791,0.0442,-0.0648,0.0099,,,,,,,,,,,
14,Microfluidic_Split_ThreeXdirection_study (OptimumX) ,2206,-20.1842,25.0750,0.0000,-20.1418,25.0099,0.0100,0.0784,0.0424,-0.0651,0.0100,0.2205,0.2205,0.0000,0.0000,0.2187,0.2187,-0.0003,0.0001,0.0018,0.8225,
15,Microfluidic_Split_ThreeXdirection_study (OptimumX) ,2215,-19.9637,25.0750,0.0000,-19.9232,25.0100,0.0094,0.0772,0.0405,-0.0650,0.0094,,,,,,,,,,,
16,Microfluidic_Split_ThreeXdirection_study (OptimumX) ,2209,-19.7435,25.0750,0.0000,-19.7050,25.0093,0.0098,0.0768,0.0385,-0.0657,0.0098,0.2203,0.2203,0.0000,0.0000,0.2182,0.2182,-0.0007,0.0004,0.0020,0.9276,
17,Microfluidic_Split_ThreeXdirection_study (OptimumX) ,2212,-19.5233,25.0750,0.0000,-19.4867,25.0094,0.0095,0.0757,0.0365,-0.0656,0.0095,,,,,,,,,,,
18,Microfluidic_Split_ThreeXdirection_study (OptimumX) ,2152,-19.3030,25.0750,0.0000,-19.2685,25.0090,0.0092,0.0751,0.0346,-0.0660,0.0092,0.2202,0.2202,0.0000,0.0000,0.2182,0.2182,-0.0004,-0.0003,0.0020,0.8937,
19,Microfluidic_Split_ThreeXdirection_study (OptimumX) ,2200,-19.0829,25.0750,0.0000,-19.0505,25.0090,0.0095,0.0742,0.0324,-0.0660,0.0095,,,,,,,,,,,
20,Microfluidic_Split_ThreeXdirection_study (OptimumX) ,2197,-18.8627,25.0750,0.0000,-18.8322,25.0089,0.0095,0.0735,0.0306,-0.0661,0.0095,0.2202,0.2202,0.0000,0.0000,0.2183,0.2183,-0.0001,0.0000,0.0018,0.8383,
21,Microfluidic_Split_ThreeXdirection_study (OptimumX) ,2191,-18.6422,25.0750,0.0000,-18.6135,25.0087,0.0094,0.0728,0.0286,-0.0663,0.0094,,,,,,,,,,,
22,Microfluidic_Split_ThreeXdirection_study (OptimumX) ,2194,-18.4217,25.0750,0.0000,-18.3950,25.0087,0.0094,0.0721,0.0267,-0.0663,0.0094,0.2205,0.2205,0.0000,0.0000,0.2186,0.2186,-0.0001,0.0000,0.0020,0.8867,
23,Microfluidic_Split_ThreeXdirection_study (OptimumX) ,2179,-18.2011,25.0750,0.0000,-18.1764,25.0085,0.0098,0.0716,0.0247,-0.0665,0.0098,,,,,,,,,,,
24,Microfluidic_Split_ThreeXdirection_study (OptimumX) ,2188,-17.9805,25.0750,0.0000,-17.9580,25.0085,0.0097,0.0709,0.0226,-0.0665,0.0097,0.2206,0.2206,0.0000,0.0000,0.2184,0.2184,0.0000,-0.0001,0.0022,0.9782,
25,Microfluidic_Split_ThreeXdirection_study (OptimumX) ,2182,-17.7600,25.0750,0.0000,-17.7394,25.0083,0.0098,0.0705,0.0206,-0.0667,0.0098,,,,,,,,,,,
