Location,Study Name,Nodes,Before deformation global X[mm],Before deformation global Y[mm],Before deformation global Z[mm],After deformation global X[mm],After deformation global Y[mm],After deformation global Z[mm],Deflection mm,Deflection components global X[mm],Deflection components global Y[mm],Deflection components global Z[mm],Distance before deformation mm,Distance before deformation global X[mm],Distance before deformation global Y[mm],Distance before deformation global Z[mm],Distance after deformation mm,Distance after deformation global X[mm],Distance after deformation global Y[mm],Distance after deformation global Z[mm],Shrinkage mm,Shrinkage percent
1,Microfluidic_Split_FourYdirection_study (OptimumY) ,20,-15.5550,10.1000,0.0000,-15.5838,10.2295,0.0106,0.1331,-0.0288,0.1295,0.0106,,,,,,,,,,,
2,Microfluidic_Split_FourYdirection_study (OptimumY) ,2433,-15.5550,10.3195,0.0000,-15.5837,10.4478,0.0101,0.1319,-0.0287,0.1283,0.0101,0.2195,0.0000,0.2195,0.0000,0.2183,0.0001,0.2183,-0.0005,0.0012,0.5377,
3,Microfluidic_Split_FourYdirection_study (OptimumY) ,2430,-15.5550,10.5390,0.0000,-15.5840,10.6668,0.0100,0.1314,-0.0290,0.1277,0.0100,,,,,,,,,,,
4,Microfluidic_Split_FourYdirection_study (OptimumY) ,2424,-15.5550,10.7589,0.0000,-15.5842,10.8855,0.0102,0.1303,-0.0292,0.1266,0.0102,0.2199,0.0000,0.2199,0.0000,0.2188,-0.0002,0.2188,0.0002,0.0012,0.5310,
5,Microfluidic_Split_FourYdirection_study (OptimumY) ,2427,-15.5550,10.9789,0.0000,-15.5846,11.1041,0.0106,0.1291,-0.0296,0.1253,0.0106,,,,,,,,,,,
6,Microfluidic_Split_FourYdirection_study (OptimumY) ,2412,-15.5550,11.1988,0.0000,-15.5849,11.3225,0.0108,0.1277,-0.0299,0.1237,0.0108,0.2199,0.0000,0.2199,0.0000,0.2183,-0.0003,0.2183,0.0002,0.0016,0.7187,
7,Microfluidic_Split_FourYdirection_study (OptimumY) ,2421,-15.5550,11.4188,0.0000,-15.5852,11.5407,0.0108,0.1260,-0.0302,0.1219,0.0108,,,,,,,,,,,
8,Microfluidic_Split_FourYdirection_study (OptimumY) ,2415,-15.5550,11.6392,0.0000,-15.5856,11.7593,0.0108,0.1244,-0.0306,0.1201,0.0108,0.2204,0.0000,0.2204,0.0000,0.2186,-0.0005,0.2186,0.0000,0.0018,0.8217,
9,Microfluidic_Split_FourYdirection_study (OptimumY) ,2418,-15.5550,11.8597,0.0000,-15.5858,11.9780,0.0106,0.1227,-0.0308,0.1182,0.0106,,,,,,,,,,,
10,Microfluidic_Split_FourYdirection_study (OptimumY) ,2388,-15.5550,12.0802,0.0000,-15.5863,12.1966,0.0109,0.1210,-0.0313,0.1164,0.0109,0.2205,0.0000,0.2205,0.0000,0.2186,-0.0005,0.2186,0.0002,0.0019,0.8424,
11,Microfluidic_Split_FourYdirection_study (OptimumY) ,2409,-15.5550,12.3007,0.0000,-15.5862,12.4152,0.0108,0.1192,-0.0312,0.1145,0.0108,,,,,,,,,,,
12,Microfluidic_Split_FourYdirection_study (OptimumY) ,2403,-15.5550,12.5211,0.0000,-15.5866,12.6336,0.0108,0.1174,-0.0316,0.1125,0.0108,0.2204,0.0000,0.2204,0.0000,0.2184,-0.0004,0.2184,0.0001,0.0020,0.9183,
13,Microfluidic_Split_FourYdirection_study (OptimumY) ,2406,-15.5550,12.7415,0.0000,-15.5867,12.8522,0.0107,0.1156,-0.0317,0.1107,0.0107,,,,,,,,,,,
14,Microfluidic_Split_FourYdirection_study (OptimumY) ,2391,-15.5550,12.9620,0.0000,-15.5868,13.0707,0.0107,0.1138,-0.0318,0.1088,0.0107,0.2204,0.0000,0.2204,0.0000,0.2185,-0.0001,0.2185,-0.0001,0.0019,0.8616,
15,Microfluidic_Split_FourYdirection_study (OptimumY) ,2400,-15.5550,13.1823,0.0000,-15.5868,13.2889,0.0108,0.1118,-0.0318,0.1067,0.0108,,,,,,,,,,,
16,Microfluidic_Split_FourYdirection_study (OptimumY) ,2394,-15.5550,13.4024,0.0000,-15.5870,13.5071,0.0109,0.1100,-0.0320,0.1047,0.0109,0.2202,0.0000,0.2202,0.0000,0.2181,-0.0002,0.2181,0.0001,0.0020,0.9178,
17,Microfluidic_Split_FourYdirection_study (OptimumY) ,2397,-15.5550,13.6225,0.0000,-15.5871,13.7252,0.0107,0.1081,-0.0321,0.1026,0.0107,,,,,,,,,,,
18,Microfluidic_Split_FourYdirection_study (OptimumY) ,2337,-15.5550,13.8427,0.0000,-15.5874,13.9433,0.0108,0.1063,-0.0324,0.1006,0.0108,0.2201,0.0000,0.2201,0.0000,0.2181,-0.0004,0.2181,0.0001,0.0020,0.9092,
19,Microfluidic_Split_FourYdirection_study (OptimumY) ,2385,-15.5550,14.0624,0.0000,-15.5872,14.1611,0.0107,0.1044,-0.0322,0.0987,0.0107,,,,,,,,,,,
20,Microfluidic_Split_FourYdirection_study (OptimumY) ,2382,-15.5550,14.2821,0.0000,-15.5875,14.3787,0.0107,0.1025,-0.0325,0.0966,0.0107,0.2197,0.0000,0.2197,0.0000,0.2176,-0.0002,0.2176,0.0000,0.0021,0.9429,
21,Microfluidic_Split_FourYdirection_study (OptimumY) ,2376,-15.5550,14.5019,0.0000,-15.5875,14.5965,0.0107,0.1006,-0.0325,0.0946,0.0107,,,,,,,,,,,
22,Microfluidic_Split_FourYdirection_study (OptimumY) ,2379,-15.5550,14.7220,0.0000,-15.5877,14.8147,0.0104,0.0988,-0.0327,0.0927,0.0104,0.2201,0.0000,0.2201,0.0000,0.2182,-0.0002,0.2182,-0.0003,0.0019,0.8739,
23,Microfluidic_Split_FourYdirection_study (OptimumY) ,2364,-15.5550,14.9421,0.0000,-15.5877,15.0328,0.0105,0.0970,-0.0327,0.0907,0.0105,,,,,,,,,,,
24,Microfluidic_Split_FourYdirection_study (OptimumY) ,2373,-15.5550,15.1625,0.0000,-15.5877,15.2513,0.0104,0.0951,-0.0327,0.0887,0.0104,0.2205,0.0000,0.2205,0.0000,0.2185,0.0000,0.2185,0.0000,0.0020,0.8946,
25,Microfluidic_Split_FourYdirection_study (OptimumY) ,2367,-15.5550,15.3830,0.0000,-15.5878,15.4697,0.0105,0.0933,-0.0328,0.0868,0.0105,,,,,,,,,,,
26,Microfluidic_Split_FourYdirection_study (OptimumY) ,2370,-15.5550,15.6035,0.0000,-15.5878,15.6881,0.0103,0.0914,-0.0328,0.0847,0.0103,0.2205,0.0000,0.2205,0.0000,0.2184,-0.0001,0.2184,-0.0002,0.0021,0.9475,
27,Microfluidic_Split_FourYdirection_study (OptimumY) ,2340,-15.5550,15.8239,0.0000,-15.5879,15.9066,0.0105,0.0896,-0.0329,0.0827,0.0105,,,,,,,,,,,
28,Microfluidic_Split_FourYdirection_study (OptimumY) ,2361,-15.5550,16.0444,0.0000,-15.5879,16.1252,0.0102,0.0878,-0.0329,0.0808,0.0102,0.2205,0.0000,0.2205,0.0000,0.2185,0.0001,0.2185,-0.0003,0.0019,0.8821,
29,Microfluidic_Split_FourYdirection_study (OptimumY) ,2355,-15.5550,16.2648,0.0000,-15.5882,16.3436,0.0104,0.0861,-0.0332,0.0788,0.0104,,,,,,,,,,,
30,Microfluidic_Split_FourYdirection_study (OptimumY) ,2358,-15.5550,16.4853,0.0000,-15.5880,16.5620,0.0102,0.0842,-0.0330,0.0767,0.0102,0.2204,0.0000,0.2204,0.0000,0.2184,0.0001,0.2184,-0.0002,0.0021,0.9380,
31,Microfluidic_Split_FourYdirection_study (OptimumY) ,2343,-15.5550,16.7057,0.0000,-15.5881,16.7805,0.0104,0.0825,-0.0331,0.0748,0.0104,,,,,,,,,,,
32,Microfluidic_Split_FourYdirection_study (OptimumY) ,2352,-15.5550,16.9262,0.0000,-15.5879,16.9990,0.0102,0.0806,-0.0329,0.0728,0.0102,0.2204,0.0000,0.2204,0.0000,0.2185,0.0003,0.2185,-0.0002,0.0019,0.8843,
33,Microfluidic_Split_FourYdirection_study (OptimumY) ,2346,-15.5550,17.1460,0.0000,-15.5881,17.2169,0.0104,0.0789,-0.0331,0.0708,0.0104,,,,,,,,,,,
34,Microfluidic_Split_FourYdirection_study (OptimumY) ,2349,-15.5550,17.3662,0.0000,-15.5881,17.4352,0.0104,0.0772,-0.0331,0.0690,0.0104,0.2202,0.0000,0.2202,0.0000,0.2183,0.0001,0.2183,0.0001,0.0019,0.8603,
35,Microfluidic_Split_FourYdirection_study (OptimumY) ,2235,-15.5550,17.5864,0.0000,-15.5880,17.6533,0.0105,0.0754,-0.0330,0.0669,0.0105,,,,,,,,,,,
36,Microfluidic_Split_FourYdirection_study (OptimumY) ,2334,-15.5550,17.8059,0.0000,-15.5881,17.8707,0.0104,0.0735,-0.0331,0.0648,0.0104,0.2195,0.0000,0.2195,0.0000,0.2174,-0.0001,0.2174,-0.0001,0.0021,0.9709,
37,Microfluidic_Split_FourYdirection_study (OptimumY) ,2331,-15.5550,18.0256,0.0000,-15.5882,18.0883,0.0105,0.0717,-0.0332,0.0627,0.0105,,,,,,,,,,,
38,Microfluidic_Split_FourYdirection_study (OptimumY) ,2325,-15.5550,18.2453,0.0000,-15.5883,18.3061,0.0102,0.0700,-0.0333,0.0608,0.0102,0.2197,0.0000,0.2197,0.0000,0.2178,-0.0001,0.2178,-0.0002,0.0019,0.8792,
39,Microfluidic_Split_FourYdirection_study (OptimumY) ,2328,-15.5550,18.4656,0.0000,-15.5880,18.5243,0.0102,0.0681,-0.0330,0.0587,0.0102,,,,,,,,,,,
40,Microfluidic_Split_FourYdirection_study (OptimumY) ,2313,-15.5550,18.6858,0.0000,-15.5882,18.7426,0.0108,0.0667,-0.0332,0.0568,0.0108,0.2202,0.0000,0.2202,0.0000,0.2183,-0.0002,0.2183,0.0005,0.0019,0.8701,
41,Microfluidic_Split_FourYdirection_study (OptimumY) ,2322,-15.5550,18.9063,0.0000,-15.5880,18.9609,0.0106,0.0647,-0.0330,0.0547,0.0106,,,,,,,,,,,
42,Microfluidic_Split_FourYdirection_study (OptimumY) ,2316,-15.5550,19.1267,0.0000,-15.5883,19.1793,0.0106,0.0631,-0.0333,0.0526,0.0106,0.2205,0.0000,0.2205,0.0000,0.2184,-0.0002,0.2184,0.0001,0.0021,0.9332,
43,Microfluidic_Split_FourYdirection_study (OptimumY) ,2319,-15.5550,19.3471,0.0000,-15.5881,19.3976,0.0103,0.0613,-0.0331,0.0505,0.0103,,,,,,,,,,,
